Index,Symbol,Direction,Entry Price,Entry Date/Time (E),Exit Date/Time (E),Status,Current Price,Exit Price,Entry Qty,Qty,SL,TP,Exit Qty,Change,Change %,Ticks/Pips,Account PnL,PnL,PnL %,MFE,MAE
120,MEG,Long,42.26,4/26/2024 9:55,5/8/2024 13:29,Closed,0,40.84,145,0,0,0,145,-1.42,-3.36,-142,-205.9,-205.9,-3.36,5.68,-1.42
121,JANX,Long,50.66,4/29/2024 10:05,5/9/2024 9:32,Closed,0,57.3,122,0,0,0,122,3.91,7.72,391,810.69,810.69,13.12,14.94,-0.13
122,EVER,Long,19.98,4/30/2024 9:41,5/24/2024 9:35,Closed,0,23.82,310,0,0,0,310,4.19,20.97,419,1191.95,1191.95,19.24,5.71,-0.16
123,RXST,Long,55.31,5/1/2024 14:16,5/14/2024 9:33,Closed,0,60.83,113,0,0,0,113,4.09,7.39,409,624.01,624.01,9.98,11.23,-0.47
124,CVNA,Long,88.61,5/1/2024 14:42,5/17/2024 9:32,Closed,0,119.05,71,0,0,0,71,29.52,33.31,2952,2161.44,2161.44,34.36,40.39,-2.38
125,FTAI,Long,74.4,5/2/2024 10:51,5/20/2024 9:34,Closed,0,78.48,86,0,0,0,86,4.08,5.48,408,350.88,350.88,5.48,7,-0.47
126,GOTU,Long,7.08,5/2/2024 11:11,5/21/2024 9:31,Closed,0,6.65,913,0,0,0,913,-0.43,-6.07,-43,-392.59,-392.59,-6.07,1.36,-0.43
127,MMYT,Long,69.55,5/2/2024 13:21,5/23/2024 9:32,Closed,0,79.14,92,0,0,0,92,10.14,14.58,1014,882.28,882.28,13.79,20.28,-0.33
128,APP,Long,74.24,5/3/2024 9:52,5/23/2024 9:32,Closed,0,82.69,87,0,0,0,87,6.77,9.12,677,735.07,735.07,11.38,14.26,-1.14
129,CAVA,Long,72.33,5/3/2024 10:47,5/24/2024 9:33,Closed,0,79.07,90,0,0,0,90,6.74,9.32,674,606.6,606.6,9.32,9.41,-1.57
130,MOD,Long,98,5/6/2024 9:55,5/20/2024 9:32,Closed,0,102.75,67,0,0,0,67,4.75,4.85,475,318.25,318.25,4.85,11.52,-0.2
131,DELL,Long,130.32,5/8/2024 9:58,6/3/2024 9:32,Closed,0,142.8,50,0,0,0,50,9.26,7.11,926,624.25,624.25,9.58,49.38,-1.72
132,RNA,Long,27.07,5/9/2024 12:09,5/10/2024 9:39,Closed,0,26.2,247,0,0,0,247,-0.87,-3.21,-87,-214.89,-214.89,-3.21,0.42,-0.87
133,OUST,Long,10.24,5/9/2024 13:05,5/23/2024 9:32,Closed,0,11.93,653,0,0,0,653,1.31,12.79,131,1106.45,1106.45,16.55,3.93,0
134,GME,Long,17.6,5/9/2024 15:37,5/20/2024 9:32,Closed,0,23.93,381,0,0,0,381,3.94,22.39,394,2413.14,2413.14,35.99,47.23,-0.72
135,SMR,Long,6.4,5/10/2024 9:40,5/17/2024 9:32,Closed,0,7.03,1059,0,0,0,1059,-0.14,-2.19,-14,662.64,662.64,9.78,1.41,-0.54
136,WGS,Long,22.29,5/13/2024 9:36,5/22/2024 9:31,Closed,0,20.51,310,0,0,0,310,-1.78,-7.99,-178,-551.8,-551.8,-7.99,2.11,-1.78
137,TWST,Long,44.23,5/13/2024 9:39,5/21/2024 9:32,Closed,0,44.69,157,0,0,0,157,0.46,1.04,46,72.22,72.22,1.04,6.27,-0.69
138,MRNA,Long,125.57,5/13/2024 13:13,6/3/2024 9:32,Closed,0,141.15,55,0,0,0,55,12.95,10.31,1295,856.73,856.73,12.4,44.9,-0.94
139,RNA,Long,27.59,5/14/2024 9:35,5/24/2024 9:32,Closed,0,27.5,265,0,0,0,265,-0.09,-0.33,-9,-23.85,-23.85,-0.33,3.25,-0.75
140,ACB,Long,7.16,5/14/2024 9:38,5/15/2024 10:27,Closed,0,6.85,1014,0,0,0,1014,-0.31,-4.33,-31,-314.34,-314.34,-4.33,0.3,-0.31
141,STOK,Long,12.32,5/14/2024 9:41,5/14/2024 10:06,Closed,0,11.75,593,0,0,0,593,-0.57,-4.63,-57,-338.01,-338.01,-4.63,0.32,-0.57
142,PI,Long,164.84,5/14/2024 12:46,5/24/2024 9:35,Closed,0,169.7,44,0,0,0,44,4.86,2.95,486,213.84,213.84,2.95,10.57,-3.15
143,STOK,Long,12.26,5/14/2024 14:46,5/29/2024 9:35,Closed,0,14.26,590,0,0,0,590,1.57,12.81,157,1182.95,1182.95,16.35,4.4,0
144,BMA,Long,64.96,5/15/2024 9:43,5/20/2024 9:57,Closed,0,63.9,112,0,0,0,112,-1.06,-1.63,-106,-118.72,-118.72,-1.63,2.47,-1.06
145,TNDM,Long,45.49,5/15/2024 10:42,6/5/2024 9:32,Closed,0,52.23,159,0,0,0,159,5.86,12.88,586,1071.74,1071.74,14.82,8.2,-0.32
146,JMIA,Long,6.56,5/15/2024 14:30,5/21/2024 9:50,Closed,0,5.89,1115,0,0,0,1115,-0.67,-10.21,-67,-747.05,-747.05,-10.21,0.87,-0.67
147,CGC,Long,10.38,5/16/2024 9:38,5/16/2024 12:29,Closed,0,9.84,702,0,0,0,702,-0.54,-5.2,-54,-379.08,-379.08,-5.2,0.65,-0.54
148,CGC,Long,10.36,5/16/2024 12:45,5/20/2024 9:55,Closed,0,9.72,697,0,0,0,697,-0.64,-6.18,-64,-446.08,-446.08,-6.18,1.59,-0.64
149,HOOD,Long,19.27,5/17/2024 9:55,6/17/2024 9:32,Closed,0,22.72,373,0,0,0,373,3.27,16.97,327,1288.53,1288.53,17.93,5.01,-0.31
150,ROOT,Long,67.08,5/17/2024 10:46,5/21/2024 13:20,Closed,0,61.12,108,0,0,0,108,-5.96,-8.88,-596,-643.68,-643.68,-8.88,3.26,-5.96
151,SEMR,Long,15.98,5/20/2024 10:36,5/23/2024 15:07,Closed,0,15.73,447,0,0,0,447,-0.25,-1.56,-25,-111.75,-111.75,-1.56,0.44,-0.25
152,FTEL,Long,12.8,5/20/2024 12:22,5/30/2024 11:58,Closed,0,21.9,563,0,0,0,563,-1.6,-12.5,-160,5125.54,5125.54,71.12,21.26,-1.6
153,SMTC,Long,40.88,5/21/2024 10:32,5/23/2024 10:57,Closed,0,39.5,173,0,0,0,173,-1.38,-3.38,-138,-238.74,-238.74,-3.38,0.74,-1.38
154,HROW,Long,17.31,5/22/2024 12:58,6/4/2024 9:32,Closed,0,16.73,409,0,0,0,409,-0.58,-3.35,-58,-237.22,-237.22,-3.35,1.43,-0.6
155,CDNA,Long,15.94,5/23/2024 11:39,5/29/2024 9:35,Closed,0,15.01,447,0,0,0,447,-0.93,-5.83,-93,-415.71,-415.71,-5.83,1.09,-0.93
156,ZIM,Long,20.25,5/24/2024 9:34,6/6/2024 13:49,Closed,0,19.41,349,0,0,0,349,-0.84,-4.15,-84,-293.16,-293.16,-4.15,3.57,-0.84
157,ASPN,Long,27.99,5/24/2024 9:36,5/24/2024 9:38,Closed,0,27.7,252,0,0,0,252,-0.29,-1.04,-29,-73.08,-73.08,-1.04,0.05,-0.29
158,MGNI,Long,12.31,5/24/2024 9:38,6/20/2024 9:32,Closed,0,13.2,575,0,0,0,575,0.89,7.23,89,511.75,511.75,7.23,1.71,-0.27
159,ASPN,Long,27.97,5/24/2024 9:41,6/12/2024 9:32,Closed,0,31.05,253,0,0,0,253,2.9,10.37,290,780.32,780.32,11.03,3.77,-0.05
160,HIMS,Long,17.44,5/28/2024 9:34,6/21/2024 9:32,Closed,0,21.92,413,0,0,0,413,4.99,28.61,499,1848.69,1848.69,25.67,8.3,-0.18
161,DESP,Long,15.39,5/28/2024 10:06,5/29/2024 9:31,Closed,0,14.91,463,0,0,0,463,-0.48,-3.12,-48,-222.24,-222.24,-3.12,0.24,-0.48
162,SMTC,Long,42.44,5/29/2024 9:37,5/30/2024 10:13,Closed,0,40.01,167,0,0,0,167,-2.43,-5.73,-243,-405.81,-405.81,-5.73,0.17,-2.43
163,BLBD,Long,56,5/30/2024 9:39,5/31/2024 10:31,Closed,0,55.21,128,0,0,0,128,-0.79,-1.41,-79,-101.12,-101.12,-1.41,1.42,-0.79
164,IREN,Long,8.78,6/3/2024 9:34,6/3/2024 13:10,Closed,0,8.2,835,0,0,0,835,-0.58,-6.61,-58,-484.3,-484.3,-6.61,0.31,-0.58
165,NVAX,Long,15.78,6/3/2024 9:41,6/11/2024 9:32,Closed,0,18.41,463,0,0,0,463,0.43,2.72,43,1217.57,1217.57,16.67,8.08,-0.38
166,DESP,Long,15.56,6/3/2024 9:46,6/3/2024 10:11,Closed,0,15.2,468,0,0,0,468,-0.36,-2.31,-36,-168.48,-168.48,-2.31,0.26,-0.36
167,WGS,Long,22.3,6/4/2024 10:48,6/21/2024 9:32,Closed,0,27.24,325,0,0,0,325,4.76,21.35,476,1606.94,1606.94,22.17,6.81,-0.54
168,SG,Long,32.24,6/5/2024 9:35,6/5/2024 9:40,Closed,0,31.28,227,0,0,0,227,-0.96,-2.98,-96,-217.92,-217.92,-2.98,0.06,-0.96
169,SG,Long,32,6/5/2024 10:27,6/17/2024 9:32,Closed,0,31.8,232,0,0,0,232,-0.2,-0.62,-20,-46.4,-46.4,-0.62,4.72,-0.65
170,APP,Long,85.86,6/6/2024 9:43,6/6/2024 10:01,Closed,0,83.59,87,0,0,0,87,-2.27,-2.64,-227,-197.49,-197.49,-2.64,1.22,-2.27
171,CRDO,Long,26.59,6/7/2024 9:39,6/24/2024 9:32,Closed,0,27.1,278,0,0,0,278,0.51,1.92,51,141.78,141.78,1.92,3.29,-0.03
172,INSM,Long,59.08,6/10/2024 12:55,7/2/2024 9:32,Closed,0,66.27,125,0,0,0,125,7.19,12.17,719,898.75,898.75,12.17,11.57,-1.16
173,FSLR,Long,287.75,6/11/2024 9:35,6/11/2024 10:01,Closed,0,277.91,25,0,0,0,25,-9.84,-3.42,-984,-246,-246,-3.42,1.25,-9.84
174,MRUS,Long,54.85,6/11/2024 9:42,6/20/2024 9:32,Closed,0,53.96,134,0,0,0,134,-0.89,-1.62,-89,-119.26,-119.26,-1.62,4.81,-1.11
175,ONON,Long,44.06,6/11/2024 9:43,6/11/2024 12:23,Closed,0,43.12,166,0,0,0,166,-0.94,-2.13,-94,-156.04,-156.04,-2.13,0.04,-0.94
176,FSLR,Long,285.99,6/11/2024 11:27,6/14/2024 12:19,Closed,0,275.42,25,0,0,0,25,-10.57,-3.7,-1057,-264.25,-264.25,-3.7,20.78,-10.57
177,ONON,Long,43.87,6/11/2024 13:56,6/12/2024 14:01,Closed,0,43.1,168,0,0,0,168,-0.77,-1.76,-77,-129.36,-129.36,-1.76,0.43,-0.77
178,ASTS,Long,9.5,6/11/2024 14:19,6/24/2024 9:32,Closed,0,10.37,781,0,0,0,781,0.87,9.16,87,679.47,679.47,9.16,2.97,-0.13
179,CDNA,Long,15.68,6/12/2024 9:34,6/12/2024 10:06,Closed,0,15.47,477,0,0,0,477,-0.21,-1.34,-21,-100.17,-100.17,-1.34,0.31,-0.21
180,AMSC,Long,23.94,6/12/2024 9:34,6/24/2024 11:27,Closed,0,23.03,315,0,0,0,315,-0.91,-3.8,-91,-286.65,-286.65,-3.8,3.44,-0.91
181,HROW,Long,18.62,6/12/2024 9:37,6/12/2024 12:24,Closed,0,18.33,401,0,0,0,401,-0.29,-1.56,-29,-116.29,-116.29,-1.56,0.5,-0.29
182,TWST,Long,54.66,6/12/2024 9:42,6/12/2024 9:58,Closed,0,53.1,137,0,0,0,137,-1.56,-2.85,-156,-213.72,-213.72,-2.85,0.6,-1.56
183,BLBD,Long,58.48,6/12/2024 10:09,6/13/2024 9:57,Closed,0,57.28,128,0,0,0,128,-1.2,-2.05,-120,-153.6,-153.6,-2.05,0.92,-1.2
184,CDNA,Long,15.78,6/12/2024 13:16,6/12/2024 14:33,Closed,0,15.39,476,0,0,0,476,-0.39,-2.47,-39,-185.64,-185.64,-2.47,0.06,-0.39
185,TMDX,Long,146.93,6/17/2024 9:53,6/17/2024 11:40,Closed,0,141.3,50,0,0,0,50,-5.63,-3.83,-563,-281.5,-281.5,-3.83,2.17,-5.63
186,CAVA,Long,93.29,6/17/2024 12:21,6/21/2024 9:32,Closed,0,89.19,80,0,0,0,80,-4.1,-4.39,-410,-328,-328,-4.39,4.35,-4.1
187,CHWY,Long,23.6,6/18/2024 9:38,7/2/2024 9:32,Closed,0,25.98,317,0,0,0,317,1.25,5.3,125,754.91,754.91,10.09,15.5,-0.01
188,CVNA,Long,113.82,6/24/2024 9:34,6/24/2024 9:35,Closed,0,112.95,64,0,0,0,64,-0.87,-0.76,-87,-55.68,-55.68,-0.76,0.41,-0.87
189,CVNA,Long,113.34,6/24/2024 9:39,6/24/2024 9:46,Closed,0,112.28,65,0,0,0,65,-1.06,-0.94,-106,-68.9,-68.9,-0.94,1.16,-1.06
190,CVNA,Long,113.53,6/24/2024 9:53,7/9/2024 9:32,Closed,0,127.87,65,0,0,0,65,9,7.93,900,932.2,932.2,12.63,23.39,-0.35
191,VITL,Long,43.76,6/24/2024 12:24,7/3/2024 9:32,Closed,0,44.17,168,0,0,0,168,0.41,0.94,41,68.88,68.88,0.94,4.65,-0.88
192,ENVX,Long,14.36,6/25/2024 9:36,7/19/2024 9:32,Closed,0,16.81,517,0,0,0,517,1.49,10.38,149,1265.69,1265.69,17.05,4.32,-0.25
193,MMYT,Long,84.38,6/25/2024 9:43,6/26/2024 10:30,Closed,0,81.59,88,0,0,0,88,-2.79,-3.31,-279,-245.52,-245.52,-3.31,0.83,-2.79
194,USM,Long,54.73,6/26/2024 15:22,7/11/2024 9:34,Closed,0,56.02,136,0,0,0,136,1.29,2.36,129,175.44,175.44,2.36,3.15,-0.55
195,CRDO,Long,30.29,6/27/2024 9:35,6/27/2024 10:09,Closed,0,29.79,247,0,0,0,247,-0.5,-1.65,-50,-123.5,-123.5,-1.65,0.81,-0.5
196,MRUS,Long,58.37,6/27/2024 10:08,7/1/2024 9:31,Closed,0,52.79,128,0,0,0,128,-5.58,-9.56,-558,-714.24,-714.24,-9.56,2.91,-5.58
197,CRDO,Long,30.12,6/27/2024 10:14,7/11/2024 9:32,Closed,0,31.36,249,0,0,0,249,1.24,4.12,124,308.76,308.76,4.12,2.66,-0.02
198,CDNA,Long,15.13,6/28/2024 9:36,6/28/2024 9:43,Closed,0,14.52,500,0,0,0,500,-0.61,-4.03,-61,-305,-305,-4.03,0,-0.61
199,EBS,Long,7.2,6/28/2024 9:44,6/28/2024 11:14,Closed,0,6.99,1040,0,0,0,1040,-0.21,-2.92,-21,-218.4,-218.4,-2.92,0.15,-0.21
200,CDNA,Long,15,6/28/2024 12:25,7/5/2024 9:31,Closed,0,14.41,496,0,0,0,496,-0.59,-3.93,-59,-292.64,-292.64,-3.93,1,-0.59
201,MMYT,Long,86.6,7/1/2024 14:19,7/12/2024 9:32,Closed,0,86.58,85,0,0,0,85,-0.02,-0.02,-2,-1.7,-1.7,-0.02,6.69,-2.73
202,GDS,Long,9.69,7/2/2024 11:21,7/19/2024 9:32,Closed,0,11.22,760,0,0,0,760,1.8,18.58,180,1159,1159,15.74,2.78,-0.05
203,FIP,Long,9.02,7/2/2024 15:19,7/15/2024 9:33,Closed,0,9.16,816,0,0,0,816,0.14,1.55,14,114.24,114.24,1.55,0.67,-0.26
204,AMSC,Long,25.79,7/3/2024 9:34,7/19/2024 9:32,Closed,0,28.34,287,0,0,0,287,-0.07,-0.27,-7,733.03,733.03,9.9,6.91,-1.04
205,APP,Long,85.72,7/3/2024 10:07,7/8/2024 9:47,Closed,0,83.65,86,0,0,0,86,-2.07,-2.41,-207,-178.02,-178.02,-2.41,6.19,-2.07
206,SMR,Long,12.35,7/5/2024 10:02,7/19/2024 9:32,Closed,0,14.66,605,0,0,0,605,0.23,1.86,23,1398.49,1398.49,18.72,4.56,-0.69
207,ARQT,Long,9.94,7/5/2024 10:28,7/10/2024 10:47,Closed,0,9.43,748,0,0,0,748,-0.51,-5.13,-51,-381.48,-381.48,-5.13,1.25,-0.51
208,INOD,Long,15.94,7/8/2024 9:47,7/22/2024 9:32,Closed,0,18.39,470,0,0,0,470,2.25,14.12,225,1149.15,1149.15,15.34,5.64,-0.05
209,MIRM,Long,35.09,7/8/2024 9:47,7/19/2024 9:32,Closed,0,38.48,213,0,0,0,213,2.35,6.7,235,722.09,722.09,9.66,5.29,-0.09
210,HIMX,Long,8.04,7/8/2024 9:54,7/17/2024 10:04,Closed,0,7.82,931,0,0,0,931,-0.22,-2.74,-22,-204.82,-204.82,-2.74,0.46,-0.22
211,EWTX,Long,19.9,7/8/2024 9:59,7/19/2024 9:32,Closed,0,21.29,379,0,0,0,379,1.39,6.98,139,526.81,526.81,6.98,3.6,-0.25
212,CAVA,Long,97.92,7/8/2024 11:22,7/8/2024 14:21,Closed,0,95.05,77,0,0,0,77,-2.87,-2.93,-287,-220.99,-220.99,-2.93,0.77,-2.87
213,CLS,Long,59.94,7/8/2024 11:23,7/17/2024 10:12,Closed,0,57.79,126,0,0,0,126,-2.15,-3.59,-215,-270.9,-270.9,-3.59,3.55,-2.15
214,WGS,Long,29.79,7/9/2024 13:16,7/22/2024 9:32,Closed,0,31.87,256,0,0,0,256,2.08,6.98,208,532.48,532.48,6.98,5.86,-0.38
215,CVNA,Long,134.01,7/10/2024 9:38,7/10/2024 10:30,Closed,0,129.5,57,0,0,0,57,-4.51,-3.37,-451,-257.07,-257.07,-3.37,2.54,-4.51
216,TWST,Long,51.92,7/10/2024 9:38,7/10/2024 9:52,Closed,0,50.99,148,0,0,0,148,-0.93,-1.79,-93,-137.64,-137.64,-1.79,0.46,-0.93
217,AOSL,Long,39.29,7/11/2024 9:35,7/11/2024 9:43,Closed,0,38.7,195,0,0,0,195,-0.59,-1.5,-59,-115.05,-115.05,-1.5,0.38,-0.59
218,AOSL,Long,39.22,7/11/2024 10:03,7/11/2024 12:52,Closed,0,38.38,194,0,0,0,194,-0.84,-2.14,-84,-162.96,-162.96,-2.14,1.04,-0.84
219,CRBP,Long,52.52,7/11/2024 10:21,7/19/2024 9:33,Closed,0,53.35,143,0,0,0,143,0.83,1.58,83,118.69,118.69,1.58,8.66,0
220,MOD,Long,109,7/11/2024 10:32,7/18/2024 9:32,Closed,0,108,70,0,0,0,70,-1,-0.92,-100,-70,-70,-0.92,8.04,-2.62
221,NRIX,Long,21.97,7/11/2024 10:32,7/19/2024 9:32,Closed,0,21.37,347,0,0,0,347,-0.6,-2.73,-60,-208.2,-208.2,-2.73,2.41,-1.15
222,BCRX,Long,6.85,7/11/2024 10:39,7/31/2024 9:32,Closed,0,7.57,1119,0,0,0,1119,0.6,8.76,60,805.8,805.8,10.51,1.07,-0.04
223,DAKT,Long,13.96,7/11/2024 10:58,7/30/2024 9:33,Closed,0,14.7,548,0,0,0,548,0.74,5.3,74,405.52,405.52,5.3,1.68,-0.22
224,AOSL,Long,39.33,7/11/2024 15:34,7/25/2024 9:32,Closed,0,44.05,194,0,0,0,194,4.01,10.2,401,915.68,915.68,12,8.12,-0.18
225,ASTS,Long,12.53,7/12/2024 10:41,7/19/2024 9:32,Closed,0,12.3,622,0,0,0,622,-0.23,-1.84,-23,-143.06,-143.06,-1.84,1.5,-0.29
226,CDNA,Long,16.6,7/16/2024 9:34,8/29/2024 9:32,Closed,0,25.06,489,0,0,0,489,13.82,83.25,1382,4137.42,4137.42,50.97,18.24,-0.05
227,ARLO,Long,17.44,7/16/2024 9:36,7/16/2024 13:25,Closed,0,16.87,465,0,0,0,465,-0.57,-3.27,-57,-265.05,-265.05,-3.27,0.2,-0.57
228,RGS,Long,22.67,7/18/2024 9:59,7/31/2024 9:32,Closed,0,26.81,350,0,0,0,350,2.6,11.47,260,1449,1449,18.26,12.83,-1.05
229,KOSS,Long,11.19,7/19/2024 11:52,7/19/2024 12:42,Closed,0,9.58,689,0,0,0,689,-1.61,-14.39,-161,-1109.29,-1109.29,-14.39,0.65,-1.61
230,JMIA,Long,13.37,7/22/2024 11:15,7/24/2024 9:59,Closed,0,12.52,579,0,0,0,579,-0.85,-6.36,-85,-492.15,-492.15,-6.36,1.67,-0.85
231,EBS,Long,12.28,7/23/2024 11:20,7/31/2024 9:32,Closed,0,12.11,637,0,0,0,637,-0.17,-1.38,-17,-108.29,-108.29,-1.38,2.82,-0.76
232,APEI,Long,19.82,7/24/2024 10:50,7/25/2024 14:44,Closed,0,19.23,395,0,0,0,395,-0.59,-2.98,-59,-233.05,-233.05,-2.98,1.14,-0.59
233,ASTS,Long,14.5,7/25/2024 9:53,8/13/2024 9:32,Closed,0,19.04,542,0,0,0,542,5.43,37.45,543,2460.68,2460.68,31.31,8.54,-0.09
234,CDMO,Long,9.91,7/25/2024 12:17,8/8/2024 9:32,Closed,0,10.42,801,0,0,0,801,0.51,5.15,51,408.51,408.51,5.15,0.97,-0.2
235,NVAX,Long,16.68,7/25/2024 12:22,7/30/2024 9:31,Closed,0,14.36,476,0,0,0,476,-2.32,-13.91,-232,-1104.32,-1104.32,-13.91,1.13,-2.32
236,HUMA,Long,8.62,7/26/2024 9:39,7/26/2024 10:51,Closed,0,8.3,934,0,0,0,934,-0.32,-3.71,-32,-298.88,-298.88,-3.71,0.38,-0.32
237,HUMA,Long,8.59,7/31/2024 9:49,8/2/2024 9:31,Closed,0,8.12,906,0,0,0,906,-0.47,-5.47,-47,-425.82,-425.82,-5.47,1.2,-0.47
238,KYMR,Long,45.34,7/31/2024 12:54,8/2/2024 9:31,Closed,0,41.53,172,0,0,0,172,-3.81,-8.4,-381,-655.32,-655.32,-8.4,2.52,-3.81
239,ZETA,Long,24.47,8/1/2024 9:35,8/1/2024 12:49,Closed,0,23.23,322,0,0,0,322,-1.24,-5.07,-124,-399.28,-399.28,-5.07,0.54,-1.24
240,ZETA,Long,23.55,8/1/2024 12:54,8/2/2024 9:31,Closed,0,22.33,334,0,0,0,334,-1.22,-5.18,-122,-407.48,-407.48,-5.18,0.65,-1.22
